,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
1373,1,Working,Secondary / secondary special,Married,House / apartment,30.6,3.9,1,0,0,1,3.0,False,0,0,1
1374,1,Commercial associate,Higher education,Married,House / apartment,32.2,0.2,1,0,0,0,3.0,False,1,1,1
1377,0,Working,Secondary / secondary special,Single / not married,House / apartment,49.2,5.2,1,1,1,0,1.0,False,1,0,1
1378,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.4,,1,0,1,0,1.0,False,0,0,1
1381,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37.8,3.4,1,0,1,0,1.0,False,0,0,1
1383,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,27.0,5.8,1,1,0,0,1.0,False,1,1,1
1384,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.8,,1,0,0,0,2.0,False,1,0,1
1385,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.9,,1,0,1,0,2.0,False,0,0,1
1386,0,Working,Secondary / secondary special,Single / not married,House / apartment,38.5,14.6,1,0,0,0,1.0,False,1,1,1
1389,0,Working,Secondary / secondary special,Married,House / apartment,64.1,7.2,1,0,0,0,2.0,False,1,0,1
1395,2,Working,Secondary / secondary special,Married,House / apartment,41.6,1.9,1,0,0,0,4.0,False,1,1,1
1398,3,Commercial associate,Secondary / secondary special,Married,House / apartment,41.8,4.6,1,0,0,0,5.0,False,1,1,0
1400,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.3,,1,0,0,0,2.0,False,0,0,1
1404,0,Working,Secondary / secondary special,Married,House / apartment,26.8,3.7,1,0,0,1,2.0,False,0,0,1
1408,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.6,8.7,1,0,0,0,2.0,False,0,0,0
1419,2,Working,Secondary / secondary special,Married,With parents,37.9,1.0,1,0,1,0,4.0,False,0,0,1
1421,0,Pensioner,Higher education,Married,House / apartment,62.9,,1,0,0,0,2.0,False,0,1,1
1424,1,Working,Higher education,Widow,House / apartment,36.0,3.5,1,0,0,0,2.0,False,1,1,1
1427,0,Working,Secondary / secondary special,Separated,House / apartment,33.9,0.5,1,0,0,0,1.0,False,0,0,0
1428,0,Working,Higher education,Widow,House / apartment,32.9,4.1,1,0,0,0,1.0,False,0,1,1
1440,1,Working,Higher education,Married,House / apartment,32.6,2.0,1,0,0,1,3.0,False,0,0,1
1442,0,Working,Secondary / secondary special,Married,House / apartment,47.3,4.4,1,0,0,0,2.0,False,1,1,1
1451,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,34.2,2.7,1,0,0,0,1.0,False,1,0,1
1457,0,Working,Higher education,Married,House / apartment,51.8,23.7,1,0,0,0,2.0,False,0,0,1
1460,0,Working,Higher education,Single / not married,House / apartment,45.5,15.9,1,0,0,0,1.0,False,0,1,1
1462,2,Commercial associate,Higher education,Married,House / apartment,38.6,9.9,1,0,0,0,4.0,False,0,1,1
1468,1,Working,Secondary / secondary special,Separated,House / apartment,44.7,2.4,1,0,0,0,2.0,False,1,1,1
1477,0,State servant,Higher education,Married,House / apartment,52.9,3.8,1,0,0,1,2.0,False,0,0,1
1478,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,29.5,6.0,1,0,0,1,3.0,False,0,0,1
1484,0,State servant,Secondary / secondary special,Married,House / apartment,43.2,7.6,1,0,0,0,2.0,False,1,0,0
1488,0,Working,Higher education,Single / not married,House / apartment,33.4,7.1,1,0,1,0,1.0,False,0,0,1
1495,2,Working,Higher education,Married,House / apartment,34.6,3.2,1,0,0,0,4.0,False,1,1,1
1497,1,Working,Lower secondary,Married,House / apartment,31.9,0.7,1,1,1,0,3.0,False,1,0,0
1498,0,Commercial associate,Incomplete higher,Separated,House / apartment,38.6,3.7,1,0,1,1,1.0,False,0,1,0
1503,0,Working,Secondary / secondary special,Married,House / apartment,50.1,1.4,1,1,0,0,2.0,False,1,1,1
1507,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41.2,0.6,1,0,0,1,1.0,False,0,0,0
1508,0,Pensioner,Secondary / secondary special,Married,House / apartment,52.2,,1,0,0,0,2.0,False,1,0,1
1511,0,Working,Incomplete higher,Married,House / apartment,51.7,32.8,1,0,1,0,2.0,False,0,1,1
1519,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.6,,1,0,1,0,2.0,False,0,0,1
1520,0,Working,Secondary / secondary special,Single / not married,House / apartment,63.0,31.8,1,1,1,0,1.0,False,0,0,1
1524,0,Working,Secondary / secondary special,Married,House / apartment,37.8,5.2,1,0,0,0,2.0,False,0,0,0
1525,0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.2,,1,0,0,0,1.0,False,0,0,1
1526,0,Working,Secondary / secondary special,Married,House / apartment,31.3,6.7,1,0,0,0,2.0,False,1,1,0
1527,0,Working,Secondary / secondary special,Married,House / apartment,46.3,15.4,1,0,0,0,2.0,False,0,0,1
1528,0,Pensioner,Higher education,Married,House / apartment,57.1,,1,0,0,0,2.0,False,0,0,0
1532,0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.0,,1,0,0,0,1.0,False,0,0,1
1535,0,Working,Secondary / secondary special,Married,House / apartment,51.2,13.7,1,0,0,0,2.0,False,1,0,1
1537,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.3,5.7,1,0,1,0,2.0,False,0,0,1
1539,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.4,,1,0,0,0,1.0,False,0,0,0
1540,3,Working,Secondary / secondary special,Married,House / apartment,35.8,12.4,1,1,1,0,5.0,False,0,0,1
1541,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,,1,0,0,0,2.0,False,0,0,1
1544,1,Working,Secondary / secondary special,Married,House / apartment,30.9,1.4,1,0,0,0,3.0,False,1,1,1
1546,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,46.0,7.3,1,0,0,0,1.0,False,0,0,1
1547,2,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,37.8,1.1,1,0,0,0,4.0,False,0,0,1
1548,0,Pensioner,Higher education,Married,House / apartment,64.0,,1,0,1,0,2.0,False,0,0,1
1553,1,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,32.1,13.7,1,0,0,0,2.0,False,0,1,0
1557,0,Working,Secondary / secondary special,Separated,House / apartment,46.2,11.4,1,0,0,0,1.0,False,0,0,0
1560,0,Pensioner,Lower secondary,Married,House / apartment,59.9,,1,0,0,0,2.0,False,0,0,1
1561,1,Working,Secondary / secondary special,Married,House / apartment,41.5,4.7,1,1,0,0,3.0,False,1,1,1
1564,0,Working,Higher education,Married,House / apartment,27.8,1.5,1,1,1,0,2.0,False,1,0,1
1569,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.2,,1,0,0,0,2.0,False,0,0,1
1570,0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.6,28.0,1,0,0,0,2.0,False,0,0,1
1571,1,Working,Higher education,Married,House / apartment,33.7,4.5,1,0,0,1,3.0,False,0,0,1
1572,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.9,,1,0,0,0,1.0,False,0,0,0
1576,1,Working,Higher education,Married,House / apartment,31.2,4.2,1,0,0,0,3.0,False,1,0,1
1578,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,37.4,17.5,1,1,1,0,2.0,False,0,0,0
1581,0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.7,,1,0,1,0,1.0,False,0,0,1
1582,0,Pensioner,Lower secondary,Married,House / apartment,64.0,,1,0,0,0,2.0,False,0,0,0
1583,1,State servant,Secondary / secondary special,Married,House / apartment,41.3,5.7,1,0,1,0,3.0,False,0,0,1
1584,1,Working,Secondary / secondary special,Civil marriage,House / apartment,48.6,12.9,1,1,1,0,3.0,False,0,0,1
1587,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.3,,1,0,0,0,2.0,False,0,0,0
1588,0,Working,Secondary / secondary special,Married,House / apartment,47.2,7.4,1,0,1,0,2.0,False,1,1,1
1591,1,Commercial associate,Higher education,Married,House / apartment,31.6,4.5,1,0,1,1,3.0,False,0,1,1
1592,2,Commercial associate,Secondary / secondary special,Married,House / apartment,43.3,5.3,1,0,0,0,4.0,False,1,1,1
1593,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.6,0.6,1,0,0,0,3.0,False,0,0,0
1596,0,Working,Secondary / secondary special,Married,House / apartment,45.8,6.2,1,0,0,0,2.0,False,1,1,1
1598,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.8,,1,0,0,0,2.0,False,0,0,0
1599,0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.5,,1,0,0,0,1.0,False,0,0,1
1601,0,Commercial associate,Higher education,Single / not married,House / apartment,30.7,3.5,1,1,0,0,1.0,False,0,1,1
1602,2,Working,Secondary / secondary special,Married,Rented apartment,35.6,15.0,1,0,0,0,4.0,False,1,1,1
1609,0,Pensioner,Secondary / secondary special,Married,House / apartment,53.6,,1,0,0,0,2.0,False,0,0,1
1611,0,Working,Secondary / secondary special,Separated,House / apartment,56.0,6.6,1,0,0,0,1.0,False,1,0,1
1612,0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.1,4.7,1,0,0,0,2.0,False,1,1,1
1616,0,State servant,Secondary / secondary special,Married,House / apartment,24.5,2.8,1,0,0,0,2.0,False,1,0,1
1617,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.8,6.7,1,0,0,0,2.0,False,0,1,1
1619,0,Working,Secondary / secondary special,Married,House / apartment,42.8,8.9,1,0,0,0,2.0,False,0,0,1
1620,1,Commercial associate,Secondary / secondary special,Married,House / apartment,42.8,2.9,1,1,0,0,3.0,False,0,0,1
1622,1,Commercial associate,Secondary / secondary special,Married,House / apartment,32.6,9.7,1,0,0,1,3.0,False,0,1,1
1624,1,Working,Secondary / secondary special,Married,House / apartment,28.8,5.2,1,0,0,0,3.0,False,1,1,0
1632,2,Working,Secondary / secondary special,Married,House / apartment,33.7,11.8,1,0,0,0,4.0,True,1,1,1
1633,2,Pensioner,Secondary / secondary special,Married,House / apartment,66.5,,1,0,0,0,4.0,False,1,0,1
1635,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.3,11.7,1,0,0,1,2.0,False,0,0,1
1637,0,Working,Secondary / secondary special,Married,House / apartment,50.2,5.1,1,0,0,0,2.0,False,1,1,1
1642,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.6,6.4,1,1,0,0,1.0,False,1,0,1
1648,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.2,,1,0,1,0,2.0,False,0,0,1
1649,2,Commercial associate,Secondary / secondary special,Married,House / apartment,46.6,3.1,1,1,0,0,4.0,False,0,0,1
1651,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.6,,1,0,1,0,2.0,False,0,0,1
1656,2,Commercial associate,Higher education,Married,House / apartment,37.1,5.7,1,0,0,0,4.0,False,1,1,1
1657,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.4,3.4,1,0,0,0,1.0,False,0,0,1
1663,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.3,,1,0,0,0,2.0,False,0,0,1
1665,1,Commercial associate,Higher education,Married,House / apartment,45.2,7.3,1,0,1,0,3.0,False,0,1,1
1671,3,Working,Higher education,Married,House / apartment,39.0,10.7,1,0,0,0,5.0,False,1,0,1
1673,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.1,,1,0,1,0,2.0,False,0,0,1
1677,0,Working,Higher education,Single / not married,House / apartment,62.3,36.8,1,1,1,0,1.0,False,0,0,1
1682,0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.3,1.8,1,0,0,0,2.0,False,0,0,1
1685,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.6,,1,0,0,0,1.0,False,0,1,1
1690,0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.8,5.1,1,0,0,1,2.0,False,0,0,0
1692,1,Working,Secondary / secondary special,Married,House / apartment,43.6,12.1,1,1,1,0,3.0,False,0,0,1
1695,0,Working,Secondary / secondary special,Married,House / apartment,49.9,17.1,1,0,0,0,2.0,False,0,0,1
1696,0,Working,Secondary / secondary special,Married,House / apartment,56.4,17.1,1,1,1,1,2.0,False,1,1,1
1699,1,Working,Secondary / secondary special,Married,House / apartment,31.4,2.8,1,0,0,0,3.0,False,0,0,1
1700,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,46.1,12.7,1,0,0,0,2.0,False,0,0,0
1702,0,State servant,Secondary / secondary special,Widow,House / apartment,54.5,16.1,1,0,0,0,1.0,False,0,0,1
1705,1,Working,Higher education,Married,House / apartment,43.9,2.6,1,0,1,0,3.0,False,1,1,1
1709,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.5,3.6,1,0,0,0,2.0,False,1,1,1
1711,0,Working,Secondary / secondary special,Separated,House / apartment,38.1,2.5,1,0,0,0,1.0,True,0,0,1
1713,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.9,,1,0,0,0,2.0,False,0,0,1
1714,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,43.7,10.1,1,1,1,0,2.0,False,0,0,1
1716,0,Working,Secondary / secondary special,Married,House / apartment,59.5,6.7,1,0,0,0,2.0,False,1,1,1
1719,0,Commercial associate,Higher education,Single / not married,House / apartment,33.6,5.4,1,0,0,0,1.0,False,0,0,0
1720,0,Working,Secondary / secondary special,Widow,House / apartment,48.7,27.3,1,0,0,0,1.0,False,0,0,1
1723,3,Commercial associate,Secondary / secondary special,Married,House / apartment,33.8,3.1,1,0,1,0,5.0,False,1,1,1
1724,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.7,,1,0,0,0,2.0,False,0,0,1
1726,0,Working,Secondary / secondary special,Separated,House / apartment,39.4,17.4,1,0,0,0,1.0,False,1,0,0
1731,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.2,,1,0,0,0,2.0,False,1,0,1
1732,0,Commercial associate,Higher education,Married,House / apartment,47.2,1.1,1,0,0,0,2.0,False,0,1,1
1733,0,Working,Secondary / secondary special,Married,House / apartment,55.7,4.7,1,0,0,0,2.0,False,0,0,1
1734,0,Working,Secondary / secondary special,Married,House / apartment,34.3,0.4,1,0,0,0,2.0,False,0,0,0
1736,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.2,0.6,1,0,0,0,2.0,False,1,1,1
1739,2,Commercial associate,Secondary / secondary special,Married,House / apartment,29.6,2.0,1,0,0,0,4.0,False,0,0,1
1742,2,Commercial associate,Incomplete higher,Married,House / apartment,37.8,8.9,1,0,1,0,4.0,False,0,0,0
1743,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,36.4,0.6,1,1,1,1,1.0,False,0,0,1
1747,1,Working,Secondary / secondary special,Married,House / apartment,33.6,6.1,1,1,0,0,3.0,False,1,0,1
1749,2,Working,Secondary / secondary special,Married,House / apartment,40.5,6.1,1,0,0,0,4.0,False,1,1,0
1750,2,Working,Secondary / secondary special,Married,House / apartment,40.5,6.1,1,0,0,0,4.0,True,1,1,0
1754,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.0,3.3,1,0,0,0,1.0,False,0,0,0
1757,2,Working,Secondary / secondary special,Married,House / apartment,39.0,2.8,1,1,1,0,4.0,False,1,0,1
1762,0,Working,Secondary / secondary special,Married,House / apartment,44.6,4.2,1,0,0,0,2.0,False,0,0,1
1764,0,Working,Secondary / secondary special,Married,House / apartment,32.1,5.0,1,0,0,0,2.0,False,0,1,1
1766,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,30.4,3.0,1,1,1,0,3.0,False,0,0,1
1767,0,Commercial associate,Higher education,Married,House / apartment,56.6,11.1,1,0,1,0,2.0,False,1,1,1
1768,0,Working,Secondary / secondary special,Single / not married,House / apartment,41.2,9.2,1,0,0,0,1.0,False,0,0,1
1770,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.4,12.9,1,1,1,0,2.0,False,0,0,1
1771,0,Working,Secondary / secondary special,Married,House / apartment,48.6,15.4,1,0,1,0,2.0,False,0,0,1
1778,0,Pensioner,Higher education,Married,House / apartment,60.5,,1,0,1,0,2.0,False,0,1,1
1780,1,Working,Secondary / secondary special,Married,House / apartment,28.1,0.6,1,0,1,0,3.0,False,1,1,0
1782,0,Working,Higher education,Civil marriage,House / apartment,41.9,3.9,1,0,0,1,2.0,False,0,1,1
1783,0,Working,Secondary / secondary special,Married,House / apartment,52.0,2.1,1,1,1,0,2.0,False,0,0,1
1789,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.4,4.4,1,0,0,0,2.0,False,1,1,0
1791,0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,,1,0,0,0,1.0,False,0,1,1
1797,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.5,,1,0,1,0,2.0,False,0,0,1
1798,0,Pensioner,Secondary / secondary special,Married,House / apartment,67.8,,1,0,0,0,2.0,False,1,0,1
1799,0,Commercial associate,Higher education,Married,House / apartment,36.0,3.8,1,0,0,0,2.0,False,1,1,0
1802,0,Commercial associate,Higher education,Married,With parents,52.3,1.0,1,0,0,0,2.0,False,1,0,1
1803,1,Working,Secondary / secondary special,Separated,House / apartment,38.2,14.9,1,0,0,0,2.0,False,0,0,1
1804,0,Commercial associate,Higher education,Married,House / apartment,51.8,3.6,1,0,0,0,2.0,False,1,1,0
1805,1,Commercial associate,Higher education,Married,House / apartment,46.6,2.2,1,1,1,0,3.0,False,0,1,1
1806,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.6,4.8,1,1,1,0,2.0,False,1,1,1
1807,0,Working,Incomplete higher,Married,House / apartment,39.7,7.0,1,0,0,0,2.0,False,0,1,1
1808,0,Working,Secondary / secondary special,Married,House / apartment,46.6,28.4,1,0,1,0,2.0,False,0,0,1
1809,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,4.0,1,0,1,0,2.0,False,0,0,1
1810,1,Working,Secondary / secondary special,Married,House / apartment,38.1,5.3,1,0,0,0,3.0,False,1,0,0
1811,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.2,3.0,1,0,1,0,2.0,False,0,1,0
1812,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,54.0,2.5,1,1,0,0,1.0,False,0,0,1
1813,1,Working,Secondary / secondary special,Married,House / apartment,47.4,9.5,1,0,1,0,3.0,False,0,0,1
1814,0,State servant,Higher education,Married,House / apartment,54.1,14.7,1,0,0,0,2.0,False,0,1,1
1816,0,Working,Secondary / secondary special,Married,House / apartment,49.8,7.6,1,0,1,0,2.0,False,0,0,1
1821,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,51.9,4.6,1,1,0,0,1.0,False,0,0,1
1824,0,Pensioner,Higher education,Married,House / apartment,63.0,,1,0,1,0,2.0,False,0,0,1
1827,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.5,,1,0,0,0,2.0,False,0,0,0
1829,0,Working,Secondary / secondary special,Separated,House / apartment,47.0,0.2,1,1,1,0,1.0,False,0,0,1
1830,2,Working,Higher education,Married,House / apartment,33.3,1.2,1,0,0,0,4.0,False,0,0,1
1832,1,Pensioner,Secondary / secondary special,Married,House / apartment,50.2,,1,0,0,0,3.0,True,0,0,0
1834,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.1,,1,0,1,0,2.0,False,0,0,1
1840,1,Working,Secondary / secondary special,Civil marriage,House / apartment,44.3,7.8,1,0,0,0,3.0,False,1,1,0
1844,1,Working,Secondary / secondary special,Married,House / apartment,47.7,1.2,1,0,0,0,3.0,False,1,1,1
1849,0,Commercial associate,Higher education,Married,Rented apartment,32.7,5.2,1,0,0,0,2.0,False,0,0,1
1850,2,Working,Secondary / secondary special,Separated,House / apartment,40.8,6.6,1,0,0,0,3.0,False,0,0,1
1853,1,Commercial associate,Secondary / secondary special,Married,House / apartment,24.8,6.6,1,0,0,0,3.0,False,1,1,1
1856,0,Working,Secondary / secondary special,Married,House / apartment,39.9,0.5,1,0,1,0,2.0,False,0,0,1
1857,1,Working,Secondary / secondary special,Married,House / apartment,41.0,14.2,1,0,0,0,3.0,False,1,1,1
1858,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.1,,1,0,0,0,2.0,False,0,0,1
1859,0,Pensioner,Higher education,Married,House / apartment,64.8,,1,0,0,0,2.0,False,1,1,1
1861,1,Commercial associate,Secondary / secondary special,Married,House / apartment,41.5,5.9,1,0,0,0,3.0,False,1,1,1
1867,0,Commercial associate,Higher education,Married,House / apartment,57.9,7.8,1,0,0,0,2.0,False,1,0,1
1868,1,Working,Higher education,Married,House / apartment,30.4,5.5,1,0,0,0,3.0,False,0,0,1
1869,0,Working,Higher education,Married,House / apartment,29.7,7.4,1,0,0,0,2.0,False,1,1,1
1873,0,Pensioner,Higher education,Married,House / apartment,57.0,,1,0,0,0,2.0,False,0,1,1
1874,0,Working,Higher education,Married,House / apartment,50.9,5.5,1,1,0,0,2.0,False,0,1,1
1876,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.7,,1,0,0,0,1.0,False,0,0,1
1879,2,Working,Secondary / secondary special,Married,With parents,40.0,1.1,1,0,0,0,4.0,False,0,0,1
1882,0,Working,Secondary / secondary special,Married,House / apartment,42.4,1.8,1,0,0,0,2.0,False,0,0,0
1883,1,Working,Higher education,Married,House / apartment,35.4,8.0,1,0,0,0,3.0,False,0,1,1
1885,1,Working,Secondary / secondary special,Married,House / apartment,35.6,3.7,1,0,1,0,3.0,False,0,0,1
1889,3,Commercial associate,Secondary / secondary special,Married,House / apartment,30.1,7.9,1,0,0,0,5.0,False,0,0,0
1890,1,Working,Higher education,Separated,House / apartment,40.5,17.4,1,0,0,0,2.0,False,0,1,1
1891,0,Working,Secondary / secondary special,Married,House / apartment,39.2,11.3,1,0,0,0,2.0,False,1,1,1
1892,0,Commercial associate,Secondary / secondary special,Married,With parents,26.8,7.0,1,0,1,0,2.0,False,1,1,1
1893,0,Working,Higher education,Married,House / apartment,43.8,2.3,1,0,0,0,2.0,False,0,0,1
1894,0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,,1,0,0,0,1.0,False,0,1,1
1895,2,Working,Secondary / secondary special,Separated,House / apartment,39.3,9.8,1,0,0,0,3.0,False,0,0,1
1897,0,Pensioner,Secondary / secondary special,Separated,House / apartment,51.7,,1,0,0,0,1.0,False,0,0,1
1901,0,State servant,Incomplete higher,Single / not married,House / apartment,32.8,14.3,1,1,0,0,1.0,False,0,1,0
1909,0,Working,Secondary / secondary special,Married,House / apartment,55.3,7.1,1,0,0,0,2.0,False,1,0,1
1910,0,Working,Secondary / secondary special,Married,House / apartment,60.4,4.2,1,1,1,0,2.0,False,0,0,1
1911,1,Working,Secondary / secondary special,Widow,House / apartment,43.0,0.8,1,0,0,0,2.0,False,0,0,1
1914,0,Working,Higher education,Married,With parents,31.2,2.8,1,1,1,0,2.0,False,0,1,0
1915,1,Working,Higher education,Married,House / apartment,46.2,9.8,1,0,0,0,3.0,False,0,0,1
1916,0,Working,Secondary / secondary special,Single / not married,House / apartment,47.2,1.2,1,0,0,0,1.0,False,0,0,1
1917,1,Working,Secondary / secondary special,Married,House / apartment,26.5,3.0,1,0,0,0,3.0,False,0,0,1
1920,3,Working,Secondary / secondary special,Married,House / apartment,36.6,5.4,1,0,0,0,5.0,False,1,1,1
1923,0,Working,Secondary / secondary special,Single / not married,House / apartment,54.7,3.3,1,0,0,0,1.0,False,0,0,1
1925,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.4,,1,0,0,0,2.0,False,0,0,1
1933,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.7,9.6,1,0,0,0,2.0,False,0,0,1
1936,2,Commercial associate,Higher education,Married,House / apartment,37.5,1.2,1,0,1,0,4.0,False,0,1,1
1938,0,Working,Secondary / secondary special,Single / not married,House / apartment,44.6,7.4,1,1,1,0,1.0,False,0,0,1
1946,0,Commercial associate,Higher education,Married,House / apartment,43.0,0.5,1,0,1,0,2.0,True,0,1,1
1947,0,Commercial associate,Higher education,Married,House / apartment,43.0,0.5,1,0,1,0,2.0,False,0,1,1
1949,0,Pensioner,Secondary / secondary special,Married,House / apartment,54.2,,1,0,1,0,2.0,False,0,0,1
1950,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,58.7,,1,0,1,0,2.0,False,0,0,1
1954,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,31.4,9.1,1,0,0,0,2.0,False,1,1,1
1956,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.7,,1,0,1,0,2.0,False,0,0,1
1958,0,Working,Secondary / secondary special,Single / not married,House / apartment,31.5,1.6,1,0,0,0,1.0,False,1,0,1
1960,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,60.5,,1,0,0,0,3.0,False,0,0,1
1961,2,Working,Higher education,Married,House / apartment,46.2,3.8,1,0,0,0,4.0,False,1,1,1
1964,0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.5,3.3,1,1,1,0,2.0,False,1,1,1
1967,0,Commercial associate,Higher education,Married,House / apartment,30.9,5.2,1,0,0,1,2.0,False,0,0,1
1969,0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.5,11.6,1,0,0,0,2.0,False,0,0,1
1971,1,Commercial associate,Secondary / secondary special,Married,House / apartment,35.3,14.7,1,0,0,0,3.0,False,0,0,1
1972,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.1,,1,0,0,0,2.0,False,0,0,1
1974,0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.7,26.2,1,0,0,0,2.0,False,0,0,1
1976,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.5,16.9,1,0,0,0,2.0,False,0,0,0
1977,0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,28.8,0.8,1,0,0,0,2.0,False,1,1,0
1978,0,Working,Secondary / secondary special,Married,House / apartment,57.8,3.2,1,0,0,0,2.0,False,1,1,1
1980,0,Commercial associate,Secondary / secondary special,Married,With parents,45.6,4.5,1,0,0,0,2.0,False,1,1,1
1987,0,Commercial associate,Higher education,Civil marriage,House / apartment,47.3,0.7,1,0,0,0,2.0,False,0,0,1
1989,0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.7,12.4,1,0,0,0,2.0,False,1,1,0
1990,1,Working,Secondary / secondary special,Married,House / apartment,33.7,3.0,1,0,0,0,3.0,False,1,0,1
1991,2,Working,Higher education,Married,House / apartment,27.4,4.8,1,0,0,0,4.0,False,0,0,1
1992,0,Working,Secondary / secondary special,Married,House / apartment,34.4,5.1,1,0,0,0,2.0,False,1,0,1
1993,0,Working,Secondary / secondary special,Married,Municipal apartment,37.0,3.5,1,0,0,0,2.0,False,0,0,0
1997,2,Working,Higher education,Married,House / apartment,34.1,4.0,1,0,1,0,4.0,False,1,1,1
1998,1,Working,Secondary / secondary special,Married,House / apartment,41.3,8.6,1,0,0,0,3.0,False,0,0,1
2001,1,Working,Incomplete higher,Married,House / apartment,33.3,3.8,1,0,0,0,3.0,False,0,0,1
2002,0,Working,Higher education,Single / not married,House / apartment,40.6,5.7,1,0,0,0,1.0,False,1,1,1
2003,0,Working,Incomplete higher,Married,With parents,29.4,0.2,1,0,0,0,2.0,False,1,1,1
2005,0,Pensioner,Higher education,Married,House / apartment,65.4,,1,0,1,0,2.0,False,0,1,1
2008,0,Pensioner,Higher education,Married,House / apartment,65.4,,1,0,1,0,2.0,True,0,1,1
2012,0,Working,Secondary / secondary special,Married,House / apartment,54.9,9.6,1,0,0,0,2.0,False,0,0,0
